participant	content
INV	what's happening in the picture 
CHI	they're in the  
CHI	the bags are falling 
INV	what else is happening in this picture 
CHI	she's picking up the things 
CHI	she's angry at her 
INV	okay 
CHI	 
INV	what is going to happen next 
CHI	that's it  
INV	see the box are falling down 
INV	and then what will happen in just a little bit while 
CHI	they will fall down 
INV	tell me one more thing about the picture 
CHI	because they don't have their mommy with them 
CHI	that's the mommy 
CHI	that's the girl 
CHI	that's the daddy 
INV	what's happening in this picture 
CHI	 the dog is eating the cake 
CHI	 [] the mom is angry at him 
INV	good job [] 
INV	and what else is happening in this picture 
CHI	the people are coming to see  
CHI	they are angry at the dog 
INV	so what is going to happen next 
CHI	the dog is can  
CHI	the  
INV	tell me one more thing about the picture 
CHI	the people know what to do brush [] off the mess 
INV	okay [] 
CHI	then the dog climbed under the couch to hide 
CHI	  dog stop that” 
INV	okay [] 
INV	what's happening in this picture 
CHI	she's playing in them when she's picking them up 
INV	what else is happening in this picture 
CHI	she  the leafs and bump
INV	okay [] 
INV	and what's going to happen next 
CHI	everyone is gonna hide because [] a big family of squirrels'll
INV	okay [] 
CHI	the squirrels are running down the tree 
INV	tell me one more thing about this picture 
CHI	she is driving a car past them 
INV	what's happening in the picture 
CHI	papa is come  
INV	what else is happening in this picture 
CHI	she's running towards her dad 
INV	then what will happen in just a little bit while 
CHI	her dad will give her the  the surprise in the bag 
INV	just tell me one more thing about the picture 
CHI	the house is made of a picture so maybe someone drawed 
INV	what's happening in the picture 
CHI	 they're washing their dog off 
CHI	but he doesn't wanna be  
INV	what else is happening in this picture 
CHI	she's washing him 
CHI	he's trying to wash  
CHI	but he's still little 
INV	and what is going to happen next 
CHI	 the dog is gonna get all pretty 
INV	tell me one more thing about this picture 
CHI	 the boy was trying to get the dog off 
CHI	but the girl did it twice 
INV	what's happening in the picture 
CHI	he's getting out the scissors 
INV	what else is happening in this picture 
CHI	she and he are trying to get the scissors 
CHI	he's only too little  
INV	and what's going to happen next 
CHI	he  they're gonna take it from him 
CHI	he's gonna be sad 
INV	just tell me one more thing about the picture 
CHI	because he wants to cut the dog 
CHI	so I told you one more thing  
INV	just tell me anything else about the picture 
CHI	there's pictures 
CHI	these guys were married 
CHI	these guys were in the tummies 
INV	what's happening in the picture 
CHI	the the the the boy  all the kids are driving in the car
INV	okay [] 
INV	and what else is happening in this picture 
CHI	she is driving 
CHI	and she is driving  
CHI	where's mommy  
INV	and what is going to happen next 
CHI	they  their mom and dad are going to get angry at them for
INV	okay [] 
INV	just tell me one more thing about the picture 
CHI	because it's  not there's    someone in back is
INV	what's happening in the picture 
CHI	the cat is is  is stuck in the tree 
CHI	 down 
INV	and what else is happening in this picture 
CHI	the girls  and boy are coming to get him
INV	and what is going to happen next 
CHI	 the cat is gonna fall out of the tree and get hurt 
INV	tell me one more thing about the picture 
CHI	because the cat is gonna fall out of the tree 
CHI	and the  is gonna save them 
CHI	how much they  
INV	what's happening in the picture 
CHI	they're fighting with a little snowball 
CHI	 [] they're building a snowman 
INV	okay [] 
CHI	she's the mom 
CHI	he's the dad 
CHI	and  
INV	what else is happening in the picture 
CHI	she's shoveling 
INV	she's shoveling good job 
INV	and what's going to happen next 
CHI	their  their snowman is gonna be better 
INV	okay the snowman can be better 
INV	just tell me one more thing about the picture 
CHI	they're building a snowman  
INV	what's happening in this picture 
CHI	the 
INV	what else is happening in this picture 
CHI	she's falling off the stool get some 
INV	okay [] 
INV	okay what's going to happen next 
CHI	he  he's gonna fall 
CHI	the cookies are gonna  gonna  be in the sink 
CHI	the water is running out of the sink 
INV	okay 
INV	tell me one more thing about the picture 
CHI	because she wants to help the boy not fall off 
INV	what's happening in the picture 
CHI	they're 
INV	what else is happening in this picture 
CHI	she wants to sit 
CHI	  are  
INV	okay [] 
CHI	they could go for something 
INV	and what's going to happen next 
CHI	they're gonna trip 
CHI	she's gonna fall to the ceiling  
INV	tell me one more thing about the picture 
CHI	they're falling into the sinks  
CHI	but she's gonna hafta fall into the sink 
INV	what is happening in this picture 
CHI	they're they're 
CHI	they both wanna use that 
INV	what else is happening in this picture 
CHI	the mommy is running towards them and say  “boy” boy
CHI	“now don't take that” 
CHI	“or you'll break it” 
INV	what is going to happen next 
CHI	they're can  nice to each
INV	tell me one more thing about this picture 
CHI	the wagon was kicked out of the sandbox [] 
INV	 
INV	what is happening in the picture 
CHI	they're taking the dog for a walk 
CHI	the dog is not listening 
INV	what else is happening in this picture 
CHI	they're riding the bus 
INV	what is going to happen next 
CHI	nr  
INV	what is going to happen next 
CHI	the bus is gonna walk  
INV	tell me one more thing about this picture 
CHI	they are trying to get the dog home 
CHI	it don't wanna  rush  listen 
INV	okay [] 
INV	what is happening in the picture 
CHI	the dad is cooking bread 
CHI	and    
CHI	she wants to go to sleep 
CHI	she wants to wake up 
INV	what else is happening in this picture 
CHI	she's yawning 
CHI	she doesn't wanna go in her high chair 
INV	and what's going to happen next 
CHI	the dad is gonna take out the bread 
INV	tell me one more thing about the picture 
CHI	umm the girl  the
INV	what's happening in the picture 
CHI	there  she's putting shoes on her hands 
CHI	they're all dressing up 
INV	what else is happening in this picture 
CHI	 he's putting on his tie 
INV	what's going to happen next 
CHI	  the dog is gonna eat the shoe 
INV	tell me one more thing about the picture 
CHI	 she's putting on the hat  that she hasta wear 
