participant	content
INV	what is happening in the picture 
CHI	 he has  their
INV	they have what all over their face 
CHI	I think that he has pimples over his face  
INV	pimples 
CHI	yeah  
INV	very good  
INV	what else is happening in the picture 
CHI	 they're pulling  
INV	they're pulling very good 
CHI	and they're pulling the dog 
INV	good job 
INV	now I'll start the start the story 
INV	and you finish it 
INV	the dog is in front of the bus 
INV	and the bus can't move and then  
CHI	I can't do it  
INV	I think you can 
INV	the dog is in front of the bus 
INV	and the bus can't move 
INV	and then what happens in the story 
CHI	I can't do it  
CHI	I can't do this one  
INV	okay tell me one more thing about the story 
CHI	 the back of the bus cannot move 
INV	the back of the bus cannot move very good 
INV	what is happening in the picture 
CHI	 the car can't move 
INV	the car can't move very good 
INV	and what else is happening in the picture 
CHI	they   they can not come out 
INV	they can not come out 
INV	now I'll start the start the story 
INV	and you finish it 
INV	the children are taking the donuts from the bag and then  
CHI	can't do it  
INV	can you try 
INV	the children are taking the donuts from the bag 
INV	and then what happens in the story 
CHI	can't do it  
INV	okay tell me one more thing about the story 
CHI	the  the back of the car cannot really move 
INV	okay good job 
INV	what is happening in the picture 
CHI	 he's gonna   the
INV	he's falling on the chair 
INV	very good 
INV	and what else is happening in the picture 
CHI	and she cooks  she burns herself 
INV	she burns herself 
CHI	uhhuh  
INV	very good 
INV	now I'll start the start the story 
INV	and you finish it 
INV	the boy is trying to get the cookies and then  
CHI	can't do it  
INV	I think you can 
INV	can you try 
INV	can you take your hand out of your mouth 
CHI	no  
INV	the boy is trying to get the cookies 
INV	and then what happens in the story 
CHI	can't do it  
INV	okay tell me one more thing about the story 
CHI	 her shoes are dirty 
INV	take your hand out of your mouth so I can understand you 
CHI	her shoes are dirty  
CHI	her shoes are wet   from the sink 
INV	very good 
CHI	it  it's too much water 
INV	it is okay 
INV	what's happening in the picture 
CHI	I can't do it  
INV	look just tell something about the picture 
CHI	he's dirty 
INV	he's dirty very good 
CHI	and she's clean 
INV	and she's clean 
INV	and what else is happening in the picture 
CHI	they're blowing bubbles 
INV	they're blowing bubbles very good 
INV	now I'll start the start the story 
INV	and you finish it 
INV	oh_no the bubbles spilled and then  
CHI	can't do it  
INV	the bubbles spilled 
INV	and then what happens in the story 
CHI	I can't do it  
INV	okay tell me one more thing about the story 
CHI	 the  
INV	what 
CHI	wagon can't move  
INV	wagon can't move 
CHI	no  
INV	okay very good 
INV	what is happening in the picture 
CHI	she's pushing  
CHI	and and they're  
INV	very good 
INV	what else is happening in the picture 
CHI	 she's taking  
CHI	and they're spilling  
INV	she's taking 
INV	and they're spilling very good 
INV	now I'll start the start the story 
INV	and you finish it 
CHI	okay  
INV	the boy knocked the boxes off the shelf and then  
CHI	can't do it  
INV	look at the picture 
INV	the boy knocked the boxes off the shelf 
INV	and then what happens in the story 
CHI	I can't  
INV	okay tell me something else about the picture 
CHI	I can't  
INV	look just tell me  
CHI	they're running away 
INV	they're running away very good 
INV	what's happening in the picture 
CHI	they're playing 
CHI	and she's and  and she's sleeping 
INV	she's sleeping very good 
INV	what else is happening in the picture 
INV	tell me something else about the picture 
CHI	can't do this  
INV	yes you can look 
INV	tell me something else about the picture 
CHI	I can't  
INV	okay I'll start the start the story 
INV	and you finish it 
INV	she's sleeping 
INV	and then what happens in the story 
CHI	can't do it  
CHI	they're playing  
INV	they're playing very good 
INV	and tell me one more thing about the story 
CHI	she can't wake up 
INV	she can't wake up very good 
INV	what is happening in the picture 
CHI	she's she  he's catching her 
INV	he's catching her 
CHI	and she doesn't want him to 
INV	and she doesn't want him to 
INV	and what else is happening in the picture 
CHI	  she's sad because  
INV	he's hiding her girl 
INV	now I'll start the start the story 
INV	and you finish it 
INV	he's hiding her girl and then  
CHI	I can't do it  
INV	I think you can 
CHI	can't do it  
INV	look the daddy's hiding a doll behind his back 
INV	and then what happens in the story 
CHI	can't do it  
INV	okay tell me one more thing about the story 
CHI	a house and a a house came  a house is there 
CHI	and  and it almost broke 
INV	very good 
INV	what is happening in the picture 
CHI	 she's building a snowman 
CHI	and he almost broke it 
INV	very good 
INV	what else is happening in the picture 
CHI	he's running 
INV	he's running 
INV	now I'll start the story 
INV	and you finish it 
INV	the boys are throwing snowballs and then  
CHI	can't do it  
INV	can you try 
CHI	no  
INV	look they're throwing snowballs 
INV	then what happens in the story 
CHI	can't do it  
INV	okay tell me one more thing about the story 
CHI	she's shoveling snow [] 
INV	she's []  
INV	she's shoveling snow very good 
INV	what is happening in the picture 
CHI	 she's  
INV	she's full of water 
INV	and what else is happening in the picture 
CHI	 he's putting his hands in that 
INV	he's putting his hands in there 
INV	now I'll start the start the story 
INV	and you finish it 
INV	the children are trying to wash the dog and then  
CHI	   they can't 
INV	they can't very good 
INV	and tell me one more thing about the story 
CHI	 drink  they wash it with this 
CHI	and they can't because they're putting it in there 
INV	trying to wash it with this 
INV	and they can't because what 
CHI	cause  that with the
INV	they can't wash that with the dog very good 
INV	what is happening in the picture 
CHI	 there's kids there 
CHI	and there's a kitty cat 
CHI	and he's so mean 
INV	he's so mean 
CHI	right yeah  
INV	he's so mean okay very good 
INV	what else is happening in the picture 
CHI	 he's on the tree 
CHI	and he is  
CHI	and he fell 
INV	he fell 
