participant	content
MOT:	yes .
CHI:	children museum .
MOT:	on a farm , you have gardens .
MOT:	huh [/?] ?
MOT:	what kind of food do you get from chickens ?
MOT:	do you ride spot ?
CHI:	gonna see mommy .
MOT:	then who rides pepper ?
CHI:	cucumber .
MOT:	no , it's not jump .
CHI:	carrot .
CHI:	sting .
MOT:	full sentence .
CHI:	Kristin .
CHI:	sunday go Aunt_Betty .
MOT:	and what did we do ?
MOT:	not in our garden , we don't have corn .
MOT:	show me the fence in our yard .
CHI:	no .
CHI:	bite [/?] bite .
CHI:	no .
MOT:	yeah .
CHI:	what this ?
MOT:	yeah .
MOT:	yeah .
MOT:	that's right .
CHI:	fence .
CHI:	The_Big_Animal_Hunt .
CHI:	roo [/?] .
MOT:	skunks .
MOT:	no , not a rooster .
MOT:	how many days are [/?] you going to Aunt_Betty's ?
MOT:	get what ?
MOT:	do you find it in the sky ?
MOT:	and squash .
MOT:	that's a little fence .
MOT:	what other animals do you find on a farm ?
MOT:	chickens .
CHI:	pig .
CHI:	how about +/.
MOT:	what other animals have fur ?
MOT:	open +/.
MOT:	you make a b@l [/?] +/.
MOT:	it's +/.
MOT:	that's right .
MOT:	green .
MOT:	that's right .
MOT:	and the bees did what ?
MOT:	who eats corn ?
MOT:	what do horses eat ?
CHI:	no .
CHI:	Kristin got library book .
MOT:	what are [/?] you making now ?
MOT:	what did they find , that's sharp needles ?
CHI:	Kristin going home .
MOT:	alright .
MOT:	you wore a raincoat .
MOT:	no .
MOT:	what are these ?
MOT:	crawl .
CHI:	horse .
MOT:	I don't like corn .
MOT:	huh [/?] ?
MOT:	no .
MOT:	see mommy on sunday .
MOT:	what else ?
CHI:	sss@o [/?] .
MOT:	feathers .
CHI:	at Mcdonalds .
MOT:	yes .
MOT:	did we go to the beach ?
CHI:	yes .
MOT:	okay ?
MOT:	what was [/?] the weather ?
MOT:	the baby chickens .
MOT:	wore pants ?
MOT:	full sentence .
MOT:	oh , .
MOT:	yeah .
MOT:	Timmy likes corn .
MOT:	full sentence .
MOT:	that's right .
CHI:	<o@l , o@l> [/?] ostrich .
CHI:	owl .
CHI:	animal .
MOT:	let's talk about the animals .
MOT:	say I +/.
MOT:	wh [/?] full sentence .
CHI:	nope .
CHI:	skunk .
MOT:	no , what's his name ?
CHI:	Kristin .
MOT:	yeah .
MOT:	where [/?] where did we get the play+dough ?
MOT:	do [/?] how many books do you wanna bring to Aunt Betty's house ?
MOT:	the cow is sleeping .
CHI:	in a farm .
CHI:	yeah .
MOT:	what did you hafta wear ?
MOT:	who went looking for the honey ?
MOT:	cow moos ?
MOT:	Matt ?
CHI:	not carrot .
MOT:	the vegetables are i [/?] +/.
MOT:	where did we go on saturday ?
MOT:	did we +/.
CHI:	what this ?
CHI:	cows drink milk .
MOT:	is [/?] this cow sleeping or is [/?] he standing ?
MOT:	horse .
MOT:	do they walk ?
MOT:	full sentence .
CHI:	Matthew ride nugget .
MOT:	oh , they see a skunk .
CHI:	no .
CHI:	swimming .
CHI:	deer .
CHI:	on saturday ?
MOT:	what do the bears want ?
MOT:	feathers , yes .
MOT:	Matt ?
CHI:	baby .
CHI:	skunk .
MOT:	a little bit .
MOT:	yeah .
CHI:	pants .
CHI:	go school .
CHI:	xxx .
MOT:	no ?
MOT:	was [/?] it sunny and beautiful yesterday ?
MOT:	get more books to bring to Aunt Betty's house ?
MOT:	what does he say ?
CHI:	chick +/.
MOT:	yeah .
CHI:	lettuce .
CHI:	hard .
CHI:	worm .
MOT:	pretty good .
CHI:	run .
MOT:	that's right .
MOT:	cucumbers .
CHI:	yes .
MOT:	no .
MOT:	you did .
MOT:	that's what he says .
MOT:	can you sit down ?
MOT:	on saturday what ?
MOT:	Matthew read the book .
MOT:	who went looking for the honey ?
MOT:	sometimes bread .
CHI:	I read it to you .
CHI:	Todd .
CHI:	chicken ?
MOT:	and what does a snake say ?
CHI:	no .
CHI:	may I open please ?
CHI:	owl .
MOT:	Matt ?
MOT:	can you pet the chicken or will he bite your fingers ?
MOT:	you like cu [/?] +/.
CHI:	with the mommy [/?] daddy .
MOT:	no .
MOT:	do you wanna go to the library and get more books ?
CHI:	you pet the chicken ?
MOT:	huh [/?] ?
CHI:	bird .
MOT:	full sentence .
CHI:	Matthew .
CHI:	okay .
MOT:	talk clearly .
MOT:	okay ?
MOT:	where else can you find a snake ?
CHI:	nugget .
CHI:	xxx .
MOT:	did you get wet ?
MOT:	farm gardens ?
MOT:	what did you play with in the Children's_Museum ?
MOT:	where did they find [/?] get the honey ?
CHI:	tomato .
CHI:	<cluck , cluck> [/?] .
MOT:	or both ?
CHI:	I won't .
MOT:	does the play+dough smell ?
MOT:	no .
CHI:	on sunday ?
MOT:	I wanted you to make up something .
MOT:	that's right .
CHI:	no .
MOT:	Matt ?
MOT:	but he says sss@o [/?] .
CHI:	no corn .
CHI:	horse .
CHI:	all .
MOT:	yesterday we got play+dough .
CHI:	library .
CHI:	wear pant .
MOT:	on sunday what ?
MOT:	well , yeah we do .
MOT:	okay .
MOT:	do you know ?
MOT:	do horses eat carrots ?
MOT:	you read it to me .
MOT:	what is the name of your horse that you ride ?
MOT:	Ryan went with us .
MOT:	yes .
MOT:	Kris ?
MOT:	or do they look in the trees ?
MOT:	do we have a fence ?
CHI:	slide .
MOT:	that's right .
CHI:	saturday ?
MOT:	that's right .
MOT:	on that .
CHI:	thursday go school .
MOT:	where did we go this saturday ?
MOT:	what else ?
CHI:	brown .
MOT:	do you eat celery for me ?
MOT:	meat+loaf ?
MOT:	Joey rides pepper ?
MOT:	do horses eat worms ?
MOT:	worms , okay .
MOT:	what is that ?
MOT:	what is in the garden ?
MOT:	did you pick it up ?
MOT:	what's that though ?
MOT:	and what else did they find in the tree ?
MOT:	that's right .
MOT:	do you eat squash ?
MOT:	what do you make with play+dough ?
MOT:	you ride fast .
MOT:	on the +/.
CHI:	goat .
MOT:	huh [/?] ?
MOT:	no you don't .
MOT:	the birds lost feathers .
MOT:	a what ?
CHI:	squash .
MOT:	okay ?
CHI:	por [/?] porcupine .
MOT:	does Joey ride pepper ?
MOT:	what was [/?] the weather ?
MOT:	no , you come in here right now .
CHI:	honey .
MOT:	what animals do they find ?
MOT:	not fur .
MOT:	and what did we see in the Children's_Museum ?
MOT:	this is +/.
MOT:	make him crawl .
MOT:	do you like corn ?
MOT:	no that's good .
MOT:	right ?
CHI:	snake .
MOT:	well sometimes they eat carrots .
MOT:	that's right .
MOT:	what did you play with at the museum ?
MOT:	is [/?] that pepper ?
MOT:	do you like snakes ?
MOT:	bears .
MOT:	honey , yes .
MOT:	what does a snake say ?
CHI:	wear raincoat .
MOT:	let's change the subject .
CHI:	monkey .
MOT:	on saturday , we also went byebye .
MOT:	make him crawl .
CHI:	yes .
CHI:	no .
MOT:	okay .
MOT:	what +/.
MOT:	okay .
CHI:	cow .
CHI:	no .
MOT:	what is this library book ?
MOT:	the be [/?] +/.
MOT:	okay .
CHI:	it's bu [/?] bull .
CHI:	no .
CHI:	lion .
MOT:	Matt ?
MOT:	well , I guess I can do that ?
MOT:	yeah .
MOT:	what does he do ?
MOT:	besides snakes .
MOT:	what do you do ?
MOT:	okay .
MOT:	is [/?] it soft or is [/?] it hard ?
MOT:	yeah .
MOT:	do you like snakes ?
MOT:	birds have +/.
MOT:	play .
CHI:	on the side .
MOT:	who lost feathers ?
MOT:	and what else ?
MOT:	no .
MOT:	sit down .
MOT:	where was [/?] the mommy bear ?
MOT:	who went to Mcdonalds ?
MOT:	a what ?
CHI:	cow .
CHI:	lion .
MOT:	where's our fence ?
MOT:	mhm [/?] ?
MOT:	do they find leaves ?
MOT:	what was [/?] he doing on the ground ?
MOT:	and cakes ?
CHI:	not fur .
MOT:	and mother &was [/?] (was)n't too pleased .
MOT:	he's big .
CHI:	the animal .
MOT:	can you say a full sen [/?] +/.
MOT:	hm: [/?] ?
CHI:	goat .
MOT:	did they +/.
CHI:	read .
CHI:	picture .
MOT:	in fact , your father &was [/?] (was)n't too brave either .
MOT:	no .
CHI:	yes .
CHI:	no .
MOT:	huh [/?] ?
CHI:	get bread .
MOT:	and Todd , yeah .
CHI:	read .
MOT:	what was [/?] the weather yesterday ?
MOT:	a snake goes +/.
MOT:	look at mommy .
MOT:	or you just gonna do that ?
CHI:	xxx .
CHI:	snake .
MOT:	sit down .
MOT:	say it better ?
CHI:	skunk .
MOT:	Uncle_Brad will be there , yeah .
CHI:	nugget .
MOT:	play .
CHI:	hm: [/?] .
MOT:	bees .
CHI:	Uncle_Brad .
MOT:	no cr [/?] +/.
CHI:	find +/.
MOT:	what kind of vegetables ?
MOT:	do birds have fur ?
MOT:	what do you make with play+dough ?
MOT:	do they look in the houses ?
MOT:	what is the cow doing ?
MOT:	who got the book for you ?
CHI:	snake .
MOT:	was [/?] it the mommy bear or the daddy bear ?
MOT:	found squirrels , yeah .
CHI:	crawl .
CHI:	no .
CHI:	sleeping .
MOT:	no it's +/.
MOT:	yeah .
CHI:	chickens lay eggs .
MOT:	we do indirectly get meat .
MOT:	we're working on the porch today .
CHI:	the chicken .
CHI:	fence .
MOT:	what kind of vegetables ?
MOT:	give me a sentence .
CHI:	a snake .
MOT:	where is [/?] it ?
CHI:	the bear .
MOT:	right .
MOT:	that's right .
MOT:	come on , tell me .
CHI:	wednesday go to school .
CHI:	cloudy and rainy .
MOT:	salad is +/.
MOT:	mommy does , yeah .
CHI:	shark .
CHI:	no .
CHI:	&-um [/?] Ryan .
MOT:	do you want it later ?
MOT:	do you ride horses ?
MOT:	no , do we get orange juice from the cow ?
CHI:	no .
MOT:	and too &fa [/?] +/.
CHI:	sheep .
MOT:	huh [/?] ?
MOT:	yes .
MOT:	he stayed at our house sunday during the day .
CHI:	daddy .
MOT:	what did the bears find in the tree ?
MOT:	oh , this says sneezed [/?] .
CHI:	hamburger .
CHI:	xxx .
CHI:	cow on farm .
MOT:	what's that ?
MOT:	what's that ?
MOT:	Matt ?
CHI:	bear .
CHI:	bread .
MOT:	it's a chicken , yeah .
MOT:	Timmy , yes .
MOT:	full sentence .
CHI:	school .
CHI:	ride pepper .
MOT:	how about some complete sentences ?
MOT:	that was [/?] very good .
MOT:	yeah .
MOT:	you might play with play+dough , yeah .
MOT:	and that is +/.
MOT:	in the porch .
MOT:	I didn't hear you .
CHI:	hm: [/?] .
MOT:	you'll wear your bathing+suit in the water , and when it's [% cc]
CHI:	no .
MOT:	porcupine , yes .
CHI:	<nay , nay> [/?] .
